Geneid	0_R1	0_R2	0_R3	0_R4	2_R1	2_R2	2_R3	2_R4	5_R1	5_R2	5_R3	5_R4	10_R1	10_R2	10_R3	10_R4	20_R1	20_R2	20_R3	20_R4	30_R1	30_R2	30_R3	30_R4	40_R1	40_R2	40_R3	40_R4	Entity	Symbol
gene-NRS_1853	1926	2977	2673	5570	2185	2929	3344	3533	1263	1679	2766	2052	765	2251	1484	1195	766	948	484	593	1271	837	996	965	913	951	607	469	host	gene-NRS_1853
gene-NRS_45	15	30	29	37	31	31	17	35	22	13	32	15	9	24	45	18	14	24	11	16	20	20	33	12	31	11	21	10	host	gene-NRS_45
gene-NRS_2117	7025	6161	5595	3105	5056	5006	5428	6411	3699	4510	3828	3988	1912	981	1747	985	850	1044	888	775	1269	921	1306	891	965	650	592	567	host	gene-NRS_2117
gene-NRS_418	51	55	64	19	21	17	27	29	24	25	32	36	15	13	11	5	5	14	9	3	13	10	28	12	10	6	10	3	host	gene-NRS_418
gene-NRS_1346	4400	3806	3545	4320	4437	3266	3296	4787	2788	2411	2762	2443	1336	2491	3596	2580	1456	1682	773	934	1785	1383	1730	1213	1718	1087	996	846	host	gene-NRS_1346
gene-NRS_783	4670	6350	5573	8212	4393	4640	5040	6998	2447	3202	3916	3395	1371	3173	3322	3166	1771	1865	917	963	2334	1822	2160	1532	2556	1467	1326	1205	host	gene-NRS_783
gene-NRS_1271	1816	1698	1647	1660	1646	1247	1518	1804	955	1010	1149	989	458	611	1050	631	498	527	280	321	638	467	659	415	616	409	309	268	host	gene-NRS_1271
gene-NRS_252	205	178	131	161	158	119	127	204	120	77	129	82	57	90	132	68	74	75	23	53	105	82	103	86	93	68	62	46	host	gene-NRS_252
gene-NRS_180	1442	4221	1128	1318	2604	885	2784	2307	1321	1172	1124	1801	452	608	1743	1383	952	983	403	638	1448	840	1384	1049	1152	1085	991	858	host	gene-NRS_180
gene-NRS_1664	6013	4088	3293	2473	4664	2577	3149	3816	3185	2389	2117	2068	904	743	1912	636	770	741	414	419	742	660	854	559	642	408	382	332	host	gene-NRS_1664
gene-NRS_2076	1845	1770	1682	1354	1581	1161	1357	1706	794	951	954	850	397	430	613	467	317	359	257	224	405	350	427	279	408	211	225	219	host	gene-NRS_2076
gene-NRS_153	216	218	170	215	226	125	164	206	108	102	102	122	37	118	165	124	108	90	48	55	101	80	123	86	122	72	94	60	host	gene-NRS_153
gene-NRS_239	92	73	88	72	94	43	58	81	67	28	60	48	23	45	88	56	46	57	17	20	60	50	63	50	76	45	46	33	host	gene-NRS_239
gene-NRS_443	4428	5383	5190	7250	4755	4492	4871	6916	2606	3203	4285	5900	1874	4123	3104	3721	1234	1949	1079	1231	1918	1695	2323	1651	2033	1309	1385	1049	host	gene-NRS_443
gene-NRS_1630	52736	78099	71844	73521	42030	61468	63798	88514	24007	50535	57745	53121	24448	32857	30941	45457	16695	20642	12775	13064	23866	20458	23886	16351	29700	18050	15489	14386	host	gene-NRS_1630
gene-NRS_2456	1881	730	617	820	2268	517	612	820	1673	424	553	505	278	811	2010	938	894	926	364	464	1067	763	832	649	919	579	528	399	host	gene-NRS_2456
gene-NRS_773	84285	83776	75182	89437	76657	59704	73634	93673	46763	47150	55365	52171	24155	39566	50390	48386	23086	25985	15287	16829	27766	24078	27864	19912	31310	20890	18738	16222	host	gene-NRS_773
gene-NRS_1907	1598	1461	1525	1189	1486	1196	1253	1718	858	999	1052	1046	545	586	1052	686	520	734	193	361	747	627	964	622	731	497	412	338	host	gene-NRS_1907
gene-NRS_1517	20529	18676	20264	22055	23914	19874	16739	25549	15324	13096	14628	13506	8947	14267	21892	14266	10576	12754	6712	7860	11845	8874	12274	8724	12344	6493	6199	5544	host	gene-NRS_1517
gene-NRS_1426	38	32	22	39	42	26	34	33	20	17	25	21	9	9	21	20	12	14	12	6	14	15	22	17	37	9	12	4	host	gene-NRS_1426
gene-NRS_1778	55	56	74	52	84	30	41	79	45	27	41	46	21	33	35	24	13	27	14	10	32	18	17	17	16	8	12	7	host	gene-NRS_1778
gene-NRS_843	1887	1535	1245	1304	1922	1136	1418	1685	1362	1091	1149	1047	526	816	1460	670	583	772	409	432	817	542	746	515	543	332	306	286	host	gene-NRS_843
gene-NRS_519	13075	12606	12373	15047	15623	12373	12726	16656	10214	9551	11883	10094	5702	9108	12035	7810	3913	6145	2216	2944	4794	4072	5276	3807	3879	2671	2349	1939	host	gene-NRS_519
gene-NRS_2319	1900	1848	1537	1862	1999	987	1428	1910	1467	896	1055	904	425	921	1797	1010	1097	982	485	567	1249	939	1097	864	1300	691	705	602	host	gene-NRS_2319
gene-NRS_2654	159	144	119	118	184	50	92	124	110	63	91	72	30	57	97	51	41	47	19	34	54	41	54	35	35	36	26	21	host	gene-NRS_2654
gene-NRS_1925	8166	5669	4971	5731	7915	4446	4684	6418	4859	3116	3499	3102	1483	2747	4839	2841	2169	2120	942	1198	2442	1838	2283	1742	2407	1455	1201	1117	host	gene-NRS_1925
gene-NRS_1915	5094	7842	2936	3942	6200	2700	3003	4176	4003	2020	2545	6448	1296	3430	4942	2887	2480	2610	1451	1586	3063	2236	2757	2081	2491	1692	1403	1337	host	gene-NRS_1915
gene-NRS_2399	539	779	755	918	551	687	741	1074	414	525	601	582	366	327	346	232	180	264	193	188	229	163	296	175	175	82	108	112	host	gene-NRS_2399
gene-NRS_370	307	175	173	219	316	137	164	223	176	119	151	157	72	181	245	215	107	134	61	84	160	114	185	147	145	99	94	67	host	gene-NRS_370
gene-NRS_405	1239	1022	810	1007	1114	810	777	1055	735	474	577	470	232	409	866	451	386	397	163	194	411	376	458	366	414	237	220	234	host	gene-NRS_405
gene-NRS_1009	8619	12051	10795	13172	7193	8729	10154	13956	3529	7385	8251	7764	3250	6346	4191	5899	2426	3320	1877	2189	3787	3231	4144	2947	4320	2559	2571	2382	host	gene-NRS_1009
gene-NRS_2599	724	627	550	516	634	402	475	671	438	357	360	336	179	291	460	350	256	231	174	159	235	249	283	202	269	179	158	141	host	gene-NRS_2599
gene-NRS_552	9155	6794	5849	6884	10164	5741	6344	8712	7341	4301	8502	4454	2316	4306	8174	3811	3604	3732	1814	2396	4149	3109	4103	3170	3420	2168	2129	1772	host	gene-NRS_552
gene-NRS_544	164753	280201	197669	268855	141546	173289	178319	245869	61113	98774	118194	104969	40536	86611	61767	99506	39876	40316	21101	22819	64556	48148	50604	36760	84272	52262	37241	35068	host	gene-NRS_544
gene-NRS_712	1401	1936	1848	1999	1220	1621	1614	2253	674	1210	1445	1261	505	961	919	1156	618	702	525	570	1138	793	940	714	1313	758	657	628	host	gene-NRS_712
gene-NRS_2505	333	268	217	195	305	138	206	240	149	169	138	132	73	76	146	107	66	90	41	57	88	65	84	82	119	61	65	45	host	gene-NRS_2505
gene-NRS_391	3250	2554	2070	2265	3376	2256	2214	2793	2321	1437	1622	1489	762	1293	2417	1132	1214	1273	670	812	1357	1028	1443	1086	1121	847	758	647	host	gene-NRS_391
gene-CPT_phageK_gp142	320	1316	689	633	4701	4399	5805	9785	27554	40871	44938	50804	98408	124448	167622	136750	127762	157715	71928	84346	113704	104619	124037	88510	75876	59166	53387	45964	phage	gene-CPT_phageK_gp142
gene-NRS_1005	5818	5088	4831	4852	5387	3202	3895	5407	3435	2531	2709	2345	1249	1883	4093	2252	1984	1910	845	1091	2400	1645	2209	1725	2860	1439	1352	1178	host	gene-NRS_1005
gene-NRS_2030	161	168	131	130	182	82	120	196	119	109	119	135	98	181	173	136	117	142	70	91	107	90	151	95	73	78	51	48	host	gene-NRS_2030
gene-NRS_343	419	530	403	395	405	291	386	485	232	251	272	222	97	161	282	208	160	164	86	77	274	131	220	152	182	146	102	107	host	gene-NRS_343
gene-NRS_2176	2498	2106	1832	1960	2537	1652	1723	2365	1741	1283	1392	1239	579	987	1704	1009	759	874	415	504	967	748	1008	726	881	582	529	480	host	gene-NRS_2176
gene-NRS_2655	384	271	239	269	472	165	248	259	332	153	176	199	93	193	404	195	138	169	69	120	188	138	190	155	143	112	95	68	host	gene-NRS_2655
gene-NRS_255	1872	1763	1142	1179	2138	856	1131	1541	1113	793	851	820	353	558	1317	818	562	554	268	341	673	587	677	490	607	452	400	312	host	gene-NRS_255
gene-NRS_2414	118	116	117	74	108	60	89	61	49	57	76	115	18	31	51	20	28	32	7	25	26	29	69	34	32	28	19	27	host	gene-NRS_2414
gene-NRS_2513	1303	956	753	1004	1573	844	909	1094	1074	595	702	612	311	639	1247	580	622	603	388	431	680	539	700	489	494	316	316	293	host	gene-NRS_2513
gene-NRS_1973	3234	4064	3860	3629	2950	2770	3234	3917	1939	2468	3939	2607	1775	2451	2703	2458	1419	2187	2099	1394	1694	1948	2710	1610	1582	1267	1504	1163	host	gene-NRS_1973
gene-NRS_222	913	1053	779	968	895	659	698	1120	584	551	592	538	252	556	674	505	346	324	166	223	444	297	397	284	368	283	228	179	host	gene-NRS_222
gene-NRS_1091	31	17	13	1	23	8	8	6	28	11	12	1	4	4	6	6	9	2	1	1	5	5	3	4	12	5	3	0	host	gene-NRS_1091
gene-NRS_69	49	41	43	33	41	31	35	56	33	24	37	21	10	12	32	8	17	15	8	7	19	15	28	17	13	15	16	13	host	gene-NRS_69
gene-NRS_1029	3272	2201	2228	2080	3644	1845	2209	2581	2002	1303	1499	1364	618	868	1868	785	800	875	409	570	911	665	909	631	736	483	457	434	host	gene-NRS_1029
gene-NRS_1381	7372	6342	15114	6438	7211	4714	5100	6780	4650	3597	4020	3647	1671	3446	5225	3447	2333	2530	1339	1512	2920	2255	2945	1969	2937	1724	1604	1355	host	gene-NRS_1381
gene-NRS_1422	16	17	8	11	12	7	13	16	6	6	13	8	3	2	1	3	8	7	2	3	6	7	10	5	8	3	3	2	host	gene-NRS_1422
gene-CPT_phageK_gp138	994	2588	1988	2038	18894	14763	19494	33028	89524	109016	116647	128784	159314	198571	292612	205584	81547	108608	41518	47134	48400	48451	59171	42269	25273	29869	19182	15978	phage	gene-CPT_phageK_gp138
gene-NRS_1637	96	135	96	120	114	80	89	129	55	72	82	67	36	59	88	44	51	55	26	31	49	41	91	51	54	33	45	25	host	gene-NRS_1637
gene-NRS_1995	588	643	659	572	494	421	498	707	318	445	487	439	291	466	469	419	283	380	235	232	350	428	585	418	377	332	372	246	host	gene-NRS_1995
gene-NRS_1604	8481	6934	6715	6999	7569	5351	5928	7856	4613	4391	5017	7075	1920	3276	5261	3251	2428	2677	1597	1631	3037	2356	3132	2224	2888	1743	1665	1425	host	gene-NRS_1604
gene-NRS_721	7223	4799	4140	4766	7076	3701	4271	5650	4536	3225	3298	2997	1471	2694	4370	2586	1868	2052	1109	1221	2264	1698	2209	1595	2119	1295	1226	1189	host	gene-NRS_721
gene-NRS_1341	13175	11016	9460	10126	13189	7944	9235	12745	8435	6516	7169	7340	3626	5349	9850	6677	4528	4732	3180	3752	5382	4645	5915	4292	5457	3256	3351	2951	host	gene-NRS_1341
gene-NRS_1830	1035	899	832	754	1145	596	784	1004	680	556	599	572	255	362	603	375	323	416	144	147	402	315	480	309	458	287	237	167	host	gene-NRS_1830
gene-NRS_2182	2375	1797	1519	1904	2276	1111	1346	1878	1333	801	864	861	409	746	1484	750	629	652	289	362	867	613	770	516	743	472	396	372	host	gene-NRS_2182
gene-CPT_phageK_gp120	1686	8149	3115	3764	23226	23842	30893	51751	150619	208743	245475	279375	567050	1032752	1120973	1112598	776529	979719	364277	495640	798283	1171762	963915	694565	1742102	641257	562073	399728	phage	gene-CPT_phageK_gp120
gene-CPT_phageK_gp182	512	2757	681	401	3086	2149	3821	5381	12274	18175	14788	22602	83152	37878	56718	39299	67144	86836	77996	64960	48230	44118	63942	43951	24299	20235	21416	17977	phage	gene-CPT_phageK_gp182
gene-NRS_1617	6999	5286	4599	5127	6865	3857	4050	5614	4265	3904	3268	3243	1583	3019	4948	3130	2431	2480	1582	1825	3129	2193	2813	2004	3190	1789	1723	1581	host	gene-NRS_1617
gene-NRS_526	19220	17113	15426	18611	18055	14866	15585	21823	10836	10499	11869	10241	4310	8674	10520	7918	5223	6094	2616	3138	7441	5222	6811	4884	6872	4218	3691	3339	host	gene-NRS_526
gene-CPT_phageK_gp110	324	1426	592	477	3680	3671	4834	7887	25488	37613	42029	52037	117844	139102	175007	170062	154605	208684	80704	107470	140756	134278	173631	127661	118695	78488	100122	67700	phage	gene-CPT_phageK_gp110
gene-CPT_phageK_gp081	597	1626	1145	1484	11071	9160	12508	21909	62514	77322	85728	94903	143579	242006	222048	108831	73544	83374	40517	41800	35831	39288	45045	34769	18643	12885	16343	12811	phage	gene-CPT_phageK_gp081
gene-NRS_1366	16485	20562	18945	23030	14655	14851	15994	22853	7809	11013	12639	11988	5292	10726	10322	12214	5748	6596	4164	4536	8072	6582	8664	6152	10003	6252	5507	4929	host	gene-NRS_1366
gene-NRS_2121	6801	2503	3469	2636	7233	2054	2319	2966	6075	1670	1713	1739	11039	2131	4630	2046	1753	1918	742	1016	2053	3200	2023	1341	1873	1181	921	780	host	gene-NRS_2121
gene-NRS_2623	3492	2988	2754	2695	2922	1740	2187	3105	1989	1739	1754	1581	724	937	2055	1226	1112	1045	659	698	1428	1054	1326	1032	1651	890	853	716	host	gene-NRS_2623
gene-NRS_276	1148	800	955	595	1011	593	653	860	694	689	604	639	387	275	610	247	268	327	225	275	320	190	375	282	349	90	162	148	host	gene-NRS_276
gene-NRS_2137	2501	2675	2510	2343	2468	1912	1931	2852	1529	1499	1686	1619	758	1150	1892	1089	2882	978	547	611	951	784	1033	776	890	568	564	477	host	gene-NRS_2137
gene-NRS_2027	5671	5245	4420	5400	5837	3756	4367	6106	3735	3170	3533	3106	1437	2261	3962	2662	1909	2119	1274	1408	2406	1730	2209	1574	2378	1666	1341	1237	host	gene-NRS_2027
gene-NRS_2534	1370	1092	1003	1130	1253	1433	1076	1455	919	771	837	768	449	509	835	470	443	363	259	275	612	391	486	352	513	310	289	227	host	gene-NRS_2534
gene-NRS_1446	36	33	24	38	35	27	25	48	21	18	18	20	9	11	26	16	18	10	1	8	23	13	21	18	18	12	16	10	host	gene-NRS_1446
gene-CPT_phageK_gp061	71	98	64	34	1013	905	1218	1375	5515	9848	8290	8899	11061	2955	5900	3154	1480	2052	811	750	904	1233	1354	885	449	384	390	339	phage	gene-CPT_phageK_gp061
gene-NRS_328	414	460	324	468	466	325	357	521	261	271	309	232	150	250	309	280	162	221	150	138	236	155	208	147	192	131	119	116	host	gene-NRS_328
gene-NRS_2360	3430	3405	3128	3008	3104	2324	2643	3431	1795	1806	1802	1749	808	960	1773	1192	803	995	246	379	1103	857	1109	802	1097	682	482	431	host	gene-NRS_2360
gene-NRS_2661	3606	3856	3416	4281	3356	3459	3401	4294	1921	2137	2504	2275	1108	1844	2123	1598	1209	1408	1335	1184	1604	1316	1703	1204	1424	1030	1086	911	host	gene-NRS_2661
gene-NRS_1322	5705	5487	4447	5030	5622	3471	3974	5489	3150	2578	2858	2545	1108	2077	3638	1961	1632	1665	506	789	1945	1612	1857	1364	2044	1230	976	850	host	gene-NRS_1322
gene-CPT_phageK_gp024	89	275	82	66	570	398	693	958	4707	7504	6759	9165	21951	15053	19100	10045	13762	16980	4021	5531	10039	10322	12023	8733	5578	4347	3687	3091	phage	gene-CPT_phageK_gp024
gene-NRS_2309	7397	5393	4449	4098	6237	3715	4110	5047	3798	3282	3121	2892	1410	1451	2639	1585	1090	1164	846	790	1335	1130	1339	937	1296	848	701	708	host	gene-NRS_2309
gene-NRS_1822	25777	21717	20566	22777	27674	16027	19357	27778	15802	12318	13006	13102	6526	10312	17813	9293	8835	8399	5647	6277	10350	7219	9464	7178	9457	5068	5499	4825	host	gene-NRS_1822
gene-NRS_767	6238	6597	6136	6272	5942	4025	4684	6802	3651	3437	3757	3613	1617	2533	4852	3185	2343	2464	1942	2024	3005	2161	2829	1980	3047	1766	1807	1595	host	gene-NRS_767
gene-NRS_2532	2038	2050	1630	1677	2319	1735	2391	2882	1269	1344	1653	1843	1103	939	1287	459	661	796	92	230	974	682	947	800	544	421	336	275	host	gene-NRS_2532
gene-NRS_185	7063	2722	2109	2673	6945	1610	1867	2154	4073	1056	1040	1054	571	1472	4413	1655	2083	3056	1442	1830	2640	2242	3074	2019	2415	1496	1299	1065	host	gene-NRS_185
gene-NRS_1458	82	68	59	58	82	50	63	101	69	48	39	43	52	57	58	44	45	67	24	34	78	49	85	63	65	39	47	37	host	gene-NRS_1458
gene-NRS_607	4979	3425	3140	4042	5293	2979	2989	4191	3532	2201	2216	2026	1062	2164	4116	2013	1807	1911	1176	1374	1938	1477	2067	1448	1725	973	1065	882	host	gene-NRS_607
gene-NRS_504	28334	21741	19012	21839	27158	15536	17338	25396	20356	12401	13932	11354	6465	11682	20169	10180	9788	10648	6261	7058	11603	9120	11075	7857	9366	6304	5617	4941	host	gene-NRS_504
gene-NRS_686	3433	3478	3186	3302	2998	1941	5756	3523	1961	1606	1795	1754	776	1294	2273	1481	1149	1130	640	718	1456	1041	1352	1028	1687	975	953	838	host	gene-NRS_686
gene-NRS_826	1341	1459	1435	1099	1107	1027	1201	1490	788	1079	1125	1110	731	737	959	777	631	963	410	488	859	1023	1424	911	979	923	795	686	host	gene-NRS_826
gene-NRS_640	8393	7973	7900	6830	7870	5931	6592	8530	4479	4857	5113	4767	2231	2838	4586	2814	2228	2742	1489	1815	2973	2171	3458	2448	2999	1733	1755	1501	host	gene-NRS_640
gene-NRS_820	1677	1682	1686	1678	1709	1394	1406	1740	845	936	1154	880	469	753	819	651	393	569	251	341	522	425	545	423	418	287	320	269	host	gene-NRS_820
gene-NRS_1656	41779	78351	72039	81443	31618	59967	61331	82644	17114	42716	47327	43659	17636	24367	23706	20796	14004	14851	14623	12685	18473	14921	18641	13825	23184	13840	13096	11684	host	gene-NRS_1656
gene-NRS_1577	1005	876	810	832	993	512	631	928	580	402	498	478	184	358	672	358	261	278	128	167	310	270	351	219	424	220	214	162	host	gene-NRS_1577
gene-NRS_1377	70281	64679	60594	64763	71490	49757	53236	71873	44338	43123	39144	43638	19396	31146	48015	28181	24454	23984	14230	16311	28975	22445	27299	20849	27207	16752	16293	14389	host	gene-NRS_1377
gene-NRS_2200	351	313	323	352	274	132	176	309	191	118	153	129	62	77	217	81	105	94	45	45	184	106	100	100	213	96	77	80	host	gene-NRS_2200
gene-NRS_429	783	619	604	674	639	385	493	601	350	274	279	270	118	210	360	180	145	161	93	104	159	158	211	109	161	94	108	79	host	gene-NRS_429
gene-NRS_1793	520	460	435	391	451	173	281	437	269	212	214	177	107	119	356	156	216	143	68	117	244	149	204	156	318	155	153	140	host	gene-NRS_1793
gene-NRS_1950	57	99	106	62	77	58	58	97	35	69	54	72	50	40	60	41	33	58	42	30	54	44	89	46	62	41	48	37	host	gene-NRS_1950
gene-CPT_phageK_gp126	88	215	164	82	974	777	1165	1572	3692	6431	5786	7300	10538	11319	10863	9081	6418	8980	5951	5835	6372	5658	9240	5895	7051	5137	5016	4427	phage	gene-CPT_phageK_gp126
gene-NRS_346	406	599	489	467	371	325	441	568	224	314	415	337	139	167	248	230	140	154	128	120	172	114	182	102	170	103	101	85	host	gene-NRS_346
gene-NRS_1862	771	1292	1067	2308	715	985	1009	1062	374	537	826	634	192	568	430	447	210	256	136	191	462	234	271	255	344	439	216	173	host	gene-NRS_1862
gene-NRS_2596	405	505	464	506	453	369	429	595	312	304	351	287	126	214	363	282	177	209	75	116	245	198	228	168	215	180	125	106	host	gene-NRS_2596
gene-NRS_315	1997	1682	1394	1459	1981	947	1302	1976	1152	716	743	783	361	473	1007	591	673	505	205	257	815	447	599	538	955	427	410	424	host	gene-NRS_315
gene-NRS_1350	670	1152	1010	1127	709	928	1014	1326	477	774	866	674	377	488	545	318	303	379	129	172	505	425	532	438	500	293	230	213	host	gene-NRS_1350
gene-NRS_1777	105	103	98	90	130	78	84	114	72	74	93	85	28	38	56	33	15	36	26	17	41	23	44	31	28	13	10	26	host	gene-NRS_1777
gene-NRS_954	19961	18955	19807	18986	20737	14964	14724	21734	13090	12816	13134	13299	7989	13199	18837	13358	8898	9210	4802	6253	10066	8756	9918	7408	11085	5978	5592	5102	host	gene-NRS_954
gene-CPT_phageK_gp175	103	706	136	135	628	406	682	1020	2292	2716	2952	3858	8035	12478	14095	15640	50827	62004	44404	41762	41768	38795	50744	33323	31388	23080	25177	20576	phage	gene-CPT_phageK_gp175
gene-NRS_995	7741	1953	1538	1907	8552	1230	1442	1970	5680	1240	1256	1343	965	2851	5956	3213	2090	2544	1140	1356	2419	1719	2028	1535	2752	1252	1054	1120	host	gene-NRS_995
gene-NRS_1326	3154	2125	1928	1685	2628	1612	1870	2317	1765	1666	1521	1462	704	754	1765	939	785	948	545	650	1020	717	1027	770	935	529	533	440	host	gene-NRS_1326
gene-NRS_639	5549	4783	4284	4522	6057	3973	4486	5678	4197	3518	3674	3353	1735	3214	5183	3122	2395	2714	1408	1690	2880	2333	3042	2091	2424	1552	1601	1363	host	gene-NRS_639
gene-NRS_1649	1963	2427	2257	2396	1846	1606	1733	2521	962	1228	1295	1296	502	857	941	826	518	541	357	398	683	478	668	497	754	372	391	350	host	gene-NRS_1649
gene-NRS_133	659	618	547	651	680	440	471	760	483	353	423	399	162	286	682	350	312	292	155	182	325	288	338	265	293	214	191	164	host	gene-NRS_133
gene-NRS_495	7817	6766	6157	7169	7653	4578	5241	7542	4777	3771	4215	3803	1762	3494	5636	3624	2790	2917	1613	1917	3394	2623	3176	2354	3541	1992	2075	1782	host	gene-NRS_495
gene-NRS_1167	27196	28211	24833	33955	25231	22769	23670	33094	15035	15276	18296	15143	6508	14874	16413	13028	8263	8714	4855	5268	11145	8732	9839	7349	10639	6288	6222	5487	host	gene-NRS_1167
gene-NRS_479	2219	2761	2346	2876	2137	2075	2030	2679	1055	1275	1656	1425	568	1204	1198	1098	556	712	353	399	777	607	797	580	792	456	421	393	host	gene-NRS_479
gene-NRS_664	5404	4324	4173	3464	5140	2916	3389	4744	3243	2887	2897	2680	1278	1562	3431	1958	1621	1651	808	971	2015	1470	2147	1512	2047	1239	1103	1038	host	gene-NRS_664
gene-CPT_phageK_gp076	286	503	497	440	4806	4255	4915	7612	18589	25174	26961	28501	20918	22889	37220	21746	8339	12145	5588	5867	5766	6391	9063	5865	4063	3291	3666	2742	phage	gene-CPT_phageK_gp076
gene-NRS_174	278	293	247	197	255	160	180	285	176	133	135	119	52	80	156	86	84	70	26	36	97	72	96	77	92	50	48	37	host	gene-NRS_174
gene-NRS_1978	656	751	691	485	558	473	611	688	371	608	558	498	367	290	436	349	232	352	176	179	304	371	536	372	312	249	283	212	host	gene-NRS_1978
gene-NRS_2010	288	232	213	184	280	190	133	221	159	134	132	142	64	70	116	69	29	69	41	28	54	42	41	33	41	32	36	35	host	gene-NRS_2010
gene-NRS_1534	4393	7959	3866	5824	4648	3133	3339	4926	2623	2064	2451	2045	984	3561	3372	2655	1649	1908	1684	1525	2280	1595	1997	1488	2094	1092	1356	1267	host	gene-NRS_1534
gene-NRS_1982	1083	4116	1011	1036	791	826	948	1123	588	698	819	700	523	767	764	682	394	631	470	423	576	686	773	546	564	538	530	386	host	gene-NRS_1982
gene-NRS_298	7827	6313	5390	5011	6890	4143	5076	6383	4717	3886	3870	3631	1447	1888	3818	1766	1525	1610	762	984	1839	1382	1644	1210	1804	1103	912	688	host	gene-NRS_298
gene-NRS_2075	2673	2585	2788	2634	2490	2256	2126	2952	1488	1460	1551	1404	644	575	1106	678	587	623	523	444	893	598	713	570	875	468	458	433	host	gene-NRS_2075
gene-NRS_942	14095	12579	11295	13836	13855	10226	10190	14646	8335	7228	8057	7094	3249	6486	8948	6325	4030	4261	2435	2640	5072	3960	4708	3447	5234	2980	2861	2478	host	gene-NRS_942
gene-NRS_2198	1028	759	635	636	965	455	630	811	627	480	523	449	191	270	480	215	261	244	104	132	266	201	254	225	207	109	123	117	host	gene-NRS_2198
gene-NRS_265	506	432	362	327	538	308	444	422	265	262	300	260	111	198	243	158	95	126	66	70	153	81	113	95	99	41	53	60	host	gene-NRS_265
gene-NRS_2437	9212	1389	1328	1613	1662	1130	1155	1623	1175	795	1029	876	522	1144	2207	1063	1077	1092	533	639	1287	869	1183	841	1186	764	608	529	host	gene-NRS_2437
gene-NRS_72	1064	916	836	885	1083	622	740	1022	776	499	559	518	214	394	857	435	389	431	190	224	439	346	485	343	458	232	231	189	host	gene-NRS_72
gene-NRS_256	2807	2339	1854	2169	3048	1402	1684	2388	1932	1180	1199	1065	490	1184	2218	1225	893	1012	506	658	1238	917	1170	791	995	710	671	538	host	gene-NRS_256
